,Ambientes,Antigüedad,Baños,Bodegas,Camas,Cocheras,Departamentos por piso,Disposición,Dormitorios,Estadía mínima (noches),Expensas,Huéspedes,Orientación,Piso (unidad),Pisos,Superficie cubierta,Superficie total,Tipo de departamento,address,price
1133,3,,2,,4,,,Frente,2,30,,4,,,,65,70,,Demaria 4500,1800
1134,3,10 años,1,,,,,Frente,2,,,,Oeste,,1,58,75,,Thorne Al 300,20000
1135,3,,1,,,,,,2,,,,,,,60,60,Departamento,Tte Juan D Perón Al 4200,1100
1136,2,,1,,,,,,1,,,,,,,38,38,,San Martin  3800,10900
1137,2,,1,,,,,,1,,,3,,,,28,28,,Potosi 3966,900
1138,3,0 años,1,,,,,Frente,,,5000,,Este,,,,,,"Formosa  Entre Viel Y Campos, Gaspar",20000
1139,3,,2,,,1,,,3,,,,,,,78,85,,Manuel Ugarte 2709,25000
1140,2,,1,,,1,,,1,,,,,,,48,82,,Naon 3237,17900
1141,1,0 años,1,1,,,5,Contrafrente,1,,,,Este,5,5,23,23,,Carlos A. Lopez 2247,12800
1142,3,,2,,,,,,1,,,,,,,65,65,,Peron 2300,17000
1143,3,,2,,,,,,2,,,4,,,,55,55,,Charcas 3800,40000
1144,2,0 años,2,,,1,1,Contrafrente,1,,,,,,,535,855,,Naon 3237,19800
1145,2,,1,,,,,,1,,,,,,,35,35,Departamento,Juncal Al 1800,24000
1146,1,25 años,1,,,,4,Contrafrente,1,,,,Norte,3,6,38,40,,Dr. Quirno Costa 1282,12000
1147,3,,1,,,,,Frente,2,,,,,,,50,50,,Blanco Encalada Al 2600,30000
1148,1,,1,,,,,,,,,,,,,35,35,Departamento,Juncal  Al 1600,28000
1149,2,0 años,1,,,,4,Frente,1,,,,Oeste,5,10,43,43,,Parana 433,12000
1150,1,,1,,,,,,,,,,,,,28,28,,Luis Maria Campos 1200,11000
1151,3,20 años,1,,,,2,Contrafrente,2,,,,Norte,5,9,58,58,,Yerbal 41,14500
1152,3,25 años,1,,,,3,Contrafrente,2,,1700,,Este,,7,45,45,Departamento,Corrientes 5943,13500
1153,1,,1,,,,,,1,,,,,,,34,34,,Sarmiento 2234,8300
1154,1,20 años,1,,,,3,Contrafrente,,,1700,,Este,,3,25,25,Departamento,Lemos 23,8400
1155,1,20 años,1,,,,3,Contrafrente,,,1700,,Este,,3,25,25,Departamento,Lemos 83,8700
1156,4,20 años,3,,,1,,Frente,3,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
1157,3,20 años,3,,,1,,Frente,2,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
1158,4,20 años,3,,,1,,Frente,3,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
1159,3,20 años,3,,,1,,Frente,2,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
1160,2,,1,,,,,,1,,,,,,,30,30,,Republica De La India 2900,500
1161,3,40 años,3,,,,,Contrafrente,2,,8000,,,,,90,268,Departamento,Uruguay Al 1200,45000
1162,4,20 años,2,,,1,,Contrafrente,3,,12000,,Este,,1,145,157,,"Godoy Cruz 3000, Piso 1",2800
1163,4,40 años,2,,,1,,,2,,5600,,,,1,,,,Castex Al 3400,1300
1164,3,0 años,1,,,,,,2,,5000,,,,,85,85,Departamento,Malabia Al 2200,23000
1165,3,,1,,,,,Lateral,2,,,,,,,58,61,,"Agüero Al 1200, Entre Paraguay Y Mansilla",38000
1166,3,,1,,,,,Frente,2,,,,,,,51,61,,"Beauchef Al 300, Entre Guayaquil Y Formosa",30000
1167,2,6 años,1,,,,2,Frente,1,,,,Este,4,5,39,41,,Bonpland 2000,14000
1168,2,,2,,,,,Frente,,,,,,,,70,70,,Tucuman 700 3° Entre Esmeralda Y Maipu,1000
1169,3,40 años,1,,,,,Contrafrente,2,,2700,,,,,58,66,Departamento,Achával Al 200,17000
1170,4,70 años,2,1,,,2,Frente,2,,,,Este,3,7,94,118,,Lima 707,23000
1171,4,38 años,2,,,1,,Frente,2,,11800,,Este,,1,85,90,,Coronel Diaz 2000,27000
1172,2,,1,,,,,Frente,1,,,,,,,40,44,,Pacheco De Melo  2900 6° Entre Billinghurst Y Sanchez De Bustamante,25000
1173,2,0 años,1,,,,,,1,,3300,,,,,50,53,Departamento,Reconquista Al 1000,16900
1174,4,,1,,,,,,2,,,,,,,90,90,,Rondeau 2300,19800
1175,2,,1,,,1,,Frente,1,,,,,,,52,52,,Anchorena Al 1400 3° Entre  Arenales Y Santa Fe Av.,24000
1176,2,,1,,,,,,1,,,,,,,38,42,,Aguirre 600,16000
1177,3,10 años,1,,,,,Frente,2,,,,Oeste,,1,58,75,,Thorne Al 300,20000
1178,2,,1,,,,,Frente,1,,,,,,,40,43,,Austria Al 2100 8,28000
1179,2,,1,,,,,Frente,1,,,,,,,58,62,,"Maure Al 2800, Entre Cramer Y Conesa",30000
1180,2,,1,,,,,Frente,1,,,,,,,40,50,,Humahuaca 3500 8° Entre Sanchez De Bustamante Y  Billinghurst,24000
1181,3,,2,,4,,,Frente,2,30,,4,,,,65,70,,Demaria 4500,1800
1182,3,10 años,1,,,,,Frente,2,,,,Oeste,,1,58,75,,Thorne Al 300,20000
1183,3,,1,,,,,,2,,,,,,,60,60,Departamento,Tte Juan D Perón Al 4200,1100
1184,2,,1,,,,,,1,,,,,,,38,38,,San Martin  3800,10900
1185,2,,1,,,,,,1,,,3,,,,28,28,,Potosi 3966,900
1186,3,0 años,1,,,,,Frente,,,5000,,Este,,,,,,"Formosa  Entre Viel Y Campos, Gaspar",20000
1187,3,,2,,,1,,,3,,,,,,,78,85,,Manuel Ugarte 2709,25000
1188,2,,1,,,1,,,1,,,,,,,48,82,,Naon 3237,17900
1189,1,0 años,1,1,,,5,Contrafrente,1,,,,Este,5,5,23,23,,Carlos A. Lopez 2247,12800
1190,3,,2,,,,,,1,,,,,,,65,65,,Peron 2300,17000
1191,3,,2,,,,,,2,,,4,,,,55,55,,Charcas 3800,40000
1192,2,0 años,2,,,1,1,Contrafrente,1,,,,,,,535,855,,Naon 3237,19800
1193,2,,1,,,,,,1,,,,,,,35,35,Departamento,Juncal Al 1800,24000
1194,1,25 años,1,,,,4,Contrafrente,1,,,,Norte,3,6,38,40,,Dr. Quirno Costa 1282,12000
1195,3,,1,,,,,Frente,2,,,,,,,50,50,,Blanco Encalada Al 2600,30000
1196,1,,1,,,,,,,,,,,,,35,35,Departamento,Juncal  Al 1600,28000
1197,2,0 años,1,,,,4,Frente,1,,,,Oeste,5,10,43,43,,Parana 433,12000
1198,1,,1,,,,,,,,,,,,,28,28,,Luis Maria Campos 1200,11000
1199,3,20 años,1,,,,2,Contrafrente,2,,,,Norte,5,9,58,58,,Yerbal 41,14500
1200,3,25 años,1,,,,3,Contrafrente,2,,1700,,Este,,7,45,45,Departamento,Corrientes 5943,13500
1201,1,,1,,,,,,1,,,,,,,34,34,,Sarmiento 2234,8300
1202,1,20 años,1,,,,3,Contrafrente,,,1700,,Este,,3,25,25,Departamento,Lemos 23,8400
1203,1,20 años,1,,,,3,Contrafrente,,,1700,,Este,,3,25,25,Departamento,Lemos 83,8700
1204,4,20 años,3,,,1,,Frente,3,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
1205,3,20 años,3,,,1,,Frente,2,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
1206,4,20 años,3,,,1,,Frente,3,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
1207,3,20 años,3,,,1,,Frente,2,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
1208,2,,1,,,,,,1,,,,,,,30,30,,Republica De La India 2900,500
1209,3,40 años,3,,,,,Contrafrente,2,,8000,,,,,90,268,Departamento,Uruguay Al 1200,45000
1210,4,20 años,2,,,1,,Contrafrente,3,,12000,,Este,,1,145,157,,"Godoy Cruz 3000, Piso 1",2800
1211,4,40 años,2,,,1,,,2,,5600,,,,1,,,,Castex Al 3400,1300
1212,3,0 años,1,,,,,,2,,5000,,,,,85,85,Departamento,Malabia Al 2200,23000
1213,3,,1,,,,,Lateral,2,,,,,,,58,61,,"Agüero Al 1200, Entre Paraguay Y Mansilla",38000
1214,3,,1,,,,,Frente,2,,,,,,,51,61,,"Beauchef Al 300, Entre Guayaquil Y Formosa",30000
1215,2,6 años,1,,,,2,Frente,1,,,,Este,4,5,39,41,,Bonpland 2000,14000
1216,2,,2,,,,,Frente,,,,,,,,70,70,,Tucuman 700 3° Entre Esmeralda Y Maipu,1000
1217,3,40 años,1,,,,,Contrafrente,2,,2700,,,,,58,66,Departamento,Achával Al 200,17000
1218,4,70 años,2,1,,,2,Frente,2,,,,Este,3,7,94,118,,Lima 707,23000
1219,4,38 años,2,,,1,,Frente,2,,11800,,Este,,1,85,90,,Coronel Diaz 2000,27000
1220,2,,1,,,,,Frente,1,,,,,,,40,44,,Pacheco De Melo  2900 6° Entre Billinghurst Y Sanchez De Bustamante,25000
1221,2,0 años,1,,,,,,1,,3300,,,,,50,53,Departamento,Reconquista Al 1000,16900
1222,4,,1,,,,,,2,,,,,,,90,90,,Rondeau 2300,19800
1223,2,,1,,,1,,Frente,1,,,,,,,52,52,,Anchorena Al 1400 3° Entre  Arenales Y Santa Fe Av.,24000
1224,2,,1,,,,,,1,,,,,,,38,42,,Aguirre 600,16000
1225,3,10 años,1,,,,,Frente,2,,,,Oeste,,1,58,75,,Thorne Al 300,20000
1226,2,,1,,,,,Frente,1,,,,,,,40,43,,Austria Al 2100 8,28000
1227,2,,1,,,,,Frente,1,,,,,,,58,62,,"Maure Al 2800, Entre Cramer Y Conesa",30000
1228,2,,1,,,,,Frente,1,,,,,,,40,50,,Humahuaca 3500 8° Entre Sanchez De Bustamante Y  Billinghurst,24000
1229,3,,2,,4,,,Frente,2,30,,4,,,,65,70,,Demaria 4500,1800
1230,3,10 años,1,,,,,Frente,2,,,,Oeste,,1,58,75,,Thorne Al 300,20000
1231,3,,1,,,,,,2,,,,,,,60,60,Departamento,Tte Juan D Perón Al 4200,1100
1232,2,,1,,,,,,1,,,,,,,38,38,,San Martin  3800,10900
1233,2,,1,,,,,,1,,,3,,,,28,28,,Potosi 3966,900
1234,3,0 años,1,,,,,Frente,,,5000,,Este,,,,,,"Formosa  Entre Viel Y Campos, Gaspar",20000
1235,3,,2,,,1,,,3,,,,,,,78,85,,Manuel Ugarte 2709,25000
1236,2,,1,,,1,,,1,,,,,,,48,82,,Naon 3237,17900
1237,1,0 años,1,1,,,5,Contrafrente,1,,,,Este,5,5,23,23,,Carlos A. Lopez 2247,12800
1238,3,,2,,,,,,1,,,,,,,65,65,,Peron 2300,17000
1239,3,,2,,,,,,2,,,4,,,,55,55,,Charcas 3800,40000
1240,2,0 años,2,,,1,1,Contrafrente,1,,,,,,,535,855,,Naon 3237,19800
1241,2,,1,,,,,,1,,,,,,,35,35,Departamento,Juncal Al 1800,24000
1242,1,25 años,1,,,,4,Contrafrente,1,,,,Norte,3,6,38,40,,Dr. Quirno Costa 1282,12000
1243,3,,1,,,,,Frente,2,,,,,,,50,50,,Blanco Encalada Al 2600,30000
1244,1,,1,,,,,,,,,,,,,35,35,Departamento,Juncal  Al 1600,28000
1245,2,0 años,1,,,,4,Frente,1,,,,Oeste,5,10,43,43,,Parana 433,12000
1246,1,,1,,,,,,,,,,,,,28,28,,Luis Maria Campos 1200,11000
1247,3,20 años,1,,,,2,Contrafrente,2,,,,Norte,5,9,58,58,,Yerbal 41,14500
1248,3,25 años,1,,,,3,Contrafrente,2,,1700,,Este,,7,45,45,Departamento,Corrientes 5943,13500
1249,1,,1,,,,,,1,,,,,,,34,34,,Sarmiento 2234,8300
1250,1,20 años,1,,,,3,Contrafrente,,,1700,,Este,,3,25,25,Departamento,Lemos 23,8400
1251,1,20 años,1,,,,3,Contrafrente,,,1700,,Este,,3,25,25,Departamento,Lemos 83,8700
1252,4,20 años,3,,,1,,Frente,3,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
1253,3,20 años,3,,,1,,Frente,2,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
1254,4,20 años,3,,,1,,Frente,3,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
1255,3,20 años,3,,,1,,Frente,2,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
1256,2,,1,,,,,,1,,,,,,,30,30,,Republica De La India 2900,500
1257,3,40 años,3,,,,,Contrafrente,2,,8000,,,,,90,268,Departamento,Uruguay Al 1200,45000
1258,4,20 años,2,,,1,,Contrafrente,3,,12000,,Este,,1,145,157,,"Godoy Cruz 3000, Piso 1",2800
1259,4,40 años,2,,,1,,,2,,5600,,,,1,,,,Castex Al 3400,1300
1260,3,0 años,1,,,,,,2,,5000,,,,,85,85,Departamento,Malabia Al 2200,23000
1261,3,,1,,,,,Lateral,2,,,,,,,58,61,,"Agüero Al 1200, Entre Paraguay Y Mansilla",38000
1262,3,,1,,,,,Frente,2,,,,,,,51,61,,"Beauchef Al 300, Entre Guayaquil Y Formosa",30000
1263,2,6 años,1,,,,2,Frente,1,,,,Este,4,5,39,41,,Bonpland 2000,14000
1264,2,,2,,,,,Frente,,,,,,,,70,70,,Tucuman 700 3° Entre Esmeralda Y Maipu,1000
1265,3,40 años,1,,,,,Contrafrente,2,,2700,,,,,58,66,Departamento,Achával Al 200,17000
1266,4,70 años,2,1,,,2,Frente,2,,,,Este,3,7,94,118,,Lima 707,23000
1267,4,38 años,2,,,1,,Frente,2,,11800,,Este,,1,85,90,,Coronel Diaz 2000,27000
1268,2,,1,,,,,Frente,1,,,,,,,40,44,,Pacheco De Melo  2900 6° Entre Billinghurst Y Sanchez De Bustamante,25000
1269,2,0 años,1,,,,,,1,,3300,,,,,50,53,Departamento,Reconquista Al 1000,16900
1270,4,,1,,,,,,2,,,,,,,90,90,,Rondeau 2300,19800
1271,2,,1,,,1,,Frente,1,,,,,,,52,52,,Anchorena Al 1400 3° Entre  Arenales Y Santa Fe Av.,24000
1272,2,,1,,,,,,1,,,,,,,38,42,,Aguirre 600,16000
1273,3,10 años,1,,,,,Frente,2,,,,Oeste,,1,58,75,,Thorne Al 300,20000
1274,2,,1,,,,,Frente,1,,,,,,,40,43,,Austria Al 2100 8,28000
1275,2,,1,,,,,Frente,1,,,,,,,58,62,,"Maure Al 2800, Entre Cramer Y Conesa",30000
1276,2,,1,,,,,Frente,1,,,,,,,40,50,,Humahuaca 3500 8° Entre Sanchez De Bustamante Y  Billinghurst,24000
1277,3,,2,,4,,,Frente,2,30,,4,,,,65,70,,Demaria 4500,1800
1278,3,10 años,1,,,,,Frente,2,,,,Oeste,,1,58,75,,Thorne Al 300,20000
1279,3,,1,,,,,,2,,,,,,,60,60,Departamento,Tte Juan D Perón Al 4200,1100
1280,2,,1,,,,,,1,,,,,,,38,38,,San Martin  3800,10900
1281,2,,1,,,,,,1,,,3,,,,28,28,,Potosi 3966,900
1282,3,0 años,1,,,,,Frente,,,5000,,Este,,,,,,"Formosa  Entre Viel Y Campos, Gaspar",20000
1283,3,,2,,,1,,,3,,,,,,,78,85,,Manuel Ugarte 2709,25000
1284,2,,1,,,1,,,1,,,,,,,48,82,,Naon 3237,17900
1285,1,0 años,1,1,,,5,Contrafrente,1,,,,Este,5,5,23,23,,Carlos A. Lopez 2247,12800
1286,3,,2,,,,,,1,,,,,,,65,65,,Peron 2300,17000
1287,3,,2,,,,,,2,,,4,,,,55,55,,Charcas 3800,40000
1288,2,0 años,2,,,1,1,Contrafrente,1,,,,,,,535,855,,Naon 3237,19800
1289,2,,1,,,,,,1,,,,,,,35,35,Departamento,Juncal Al 1800,24000
1290,1,25 años,1,,,,4,Contrafrente,1,,,,Norte,3,6,38,40,,Dr. Quirno Costa 1282,12000
1291,3,,1,,,,,Frente,2,,,,,,,50,50,,Blanco Encalada Al 2600,30000
1292,1,,1,,,,,,,,,,,,,35,35,Departamento,Juncal  Al 1600,28000
1293,2,0 años,1,,,,4,Frente,1,,,,Oeste,5,10,43,43,,Parana 433,12000
1294,1,,1,,,,,,,,,,,,,28,28,,Luis Maria Campos 1200,11000
1295,3,20 años,1,,,,2,Contrafrente,2,,,,Norte,5,9,58,58,,Yerbal 41,14500
1296,3,25 años,1,,,,3,Contrafrente,2,,1700,,Este,,7,45,45,Departamento,Corrientes 5943,13500
1297,1,,1,,,,,,1,,,,,,,34,34,,Sarmiento 2234,8300
1298,1,20 años,1,,,,3,Contrafrente,,,1700,,Este,,3,25,25,Departamento,Lemos 23,8400
1299,1,20 años,1,,,,3,Contrafrente,,,1700,,Este,,3,25,25,Departamento,Lemos 83,8700
1300,4,20 años,3,,,1,,Frente,3,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
1301,3,20 años,3,,,1,,Frente,2,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
1302,4,20 años,3,,,1,,Frente,3,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
1303,3,20 años,3,,,1,,Frente,2,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
1304,2,,1,,,,,,1,,,,,,,30,30,,Republica De La India 2900,500
1305,3,40 años,3,,,,,Contrafrente,2,,8000,,,,,90,268,Departamento,Uruguay Al 1200,45000
1306,4,20 años,2,,,1,,Contrafrente,3,,12000,,Este,,1,145,157,,"Godoy Cruz 3000, Piso 1",2800
1307,4,40 años,2,,,1,,,2,,5600,,,,1,,,,Castex Al 3400,1300
1308,3,0 años,1,,,,,,2,,5000,,,,,85,85,Departamento,Malabia Al 2200,23000
1309,3,,1,,,,,Lateral,2,,,,,,,58,61,,"Agüero Al 1200, Entre Paraguay Y Mansilla",38000
1310,3,,1,,,,,Frente,2,,,,,,,51,61,,"Beauchef Al 300, Entre Guayaquil Y Formosa",30000
1311,2,6 años,1,,,,2,Frente,1,,,,Este,4,5,39,41,,Bonpland 2000,14000
1312,2,,2,,,,,Frente,,,,,,,,70,70,,Tucuman 700 3° Entre Esmeralda Y Maipu,1000
1313,3,40 años,1,,,,,Contrafrente,2,,2700,,,,,58,66,Departamento,Achával Al 200,17000
1314,4,70 años,2,1,,,2,Frente,2,,,,Este,3,7,94,118,,Lima 707,23000
1315,4,38 años,2,,,1,,Frente,2,,11800,,Este,,1,85,90,,Coronel Diaz 2000,27000
1316,2,,1,,,,,Frente,1,,,,,,,40,44,,Pacheco De Melo  2900 6° Entre Billinghurst Y Sanchez De Bustamante,25000
1317,2,0 años,1,,,,,,1,,3300,,,,,50,53,Departamento,Reconquista Al 1000,16900
1318,4,,1,,,,,,2,,,,,,,90,90,,Rondeau 2300,19800
1319,2,,1,,,1,,Frente,1,,,,,,,52,52,,Anchorena Al 1400 3° Entre  Arenales Y Santa Fe Av.,24000
1320,2,,1,,,,,,1,,,,,,,38,42,,Aguirre 600,16000
1321,3,10 años,1,,,,,Frente,2,,,,Oeste,,1,58,75,,Thorne Al 300,20000
1322,2,,1,,,,,Frente,1,,,,,,,40,43,,Austria Al 2100 8,28000
1323,2,,1,,,,,Frente,1,,,,,,,58,62,,"Maure Al 2800, Entre Cramer Y Conesa",30000
1324,2,,1,,,,,Frente,1,,,,,,,40,50,,Humahuaca 3500 8° Entre Sanchez De Bustamante Y  Billinghurst,24000
1325,3,,2,,4,,,Frente,2,30,,4,,,,65,70,,Demaria 4500,1800
1326,3,10 años,1,,,,,Frente,2,,,,Oeste,,1,58,75,,Thorne Al 300,20000
1327,3,,1,,,,,,2,,,,,,,60,60,Departamento,Tte Juan D Perón Al 4200,1100
1328,2,,1,,,,,,1,,,,,,,38,38,,San Martin  3800,10900
1329,2,,1,,,,,,1,,,3,,,,28,28,,Potosi 3966,900
1330,3,0 años,1,,,,,Frente,,,5000,,Este,,,,,,"Formosa  Entre Viel Y Campos, Gaspar",20000
1331,3,,2,,,1,,,3,,,,,,,78,85,,Manuel Ugarte 2709,25000
1332,2,,1,,,1,,,1,,,,,,,48,82,,Naon 3237,17900
1333,1,0 años,1,1,,,5,Contrafrente,1,,,,Este,5,5,23,23,,Carlos A. Lopez 2247,12800
1334,3,,2,,,,,,1,,,,,,,65,65,,Peron 2300,17000
1335,3,,2,,,,,,2,,,4,,,,55,55,,Charcas 3800,40000
1336,2,0 años,2,,,1,1,Contrafrente,1,,,,,,,535,855,,Naon 3237,19800
1337,2,,1,,,,,,1,,,,,,,35,35,Departamento,Juncal Al 1800,24000
1338,1,25 años,1,,,,4,Contrafrente,1,,,,Norte,3,6,38,40,,Dr. Quirno Costa 1282,12000
1339,3,,1,,,,,Frente,2,,,,,,,50,50,,Blanco Encalada Al 2600,30000
1340,1,,1,,,,,,,,,,,,,35,35,Departamento,Juncal  Al 1600,28000
1341,2,0 años,1,,,,4,Frente,1,,,,Oeste,5,10,43,43,,Parana 433,12000
1342,1,,1,,,,,,,,,,,,,28,28,,Luis Maria Campos 1200,11000
1343,3,20 años,1,,,,2,Contrafrente,2,,,,Norte,5,9,58,58,,Yerbal 41,14500
1344,3,25 años,1,,,,3,Contrafrente,2,,1700,,Este,,7,45,45,Departamento,Corrientes 5943,13500
1345,1,,1,,,,,,1,,,,,,,34,34,,Sarmiento 2234,8300
1346,1,20 años,1,,,,3,Contrafrente,,,1700,,Este,,3,25,25,Departamento,Lemos 23,8400
1347,1,20 años,1,,,,3,Contrafrente,,,1700,,Este,,3,25,25,Departamento,Lemos 83,8700
1348,4,20 años,3,,,1,,Frente,3,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
1349,3,20 años,3,,,1,,Frente,2,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
1350,4,20 años,3,,,1,,Frente,3,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
1351,3,20 años,3,,,1,,Frente,2,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
1352,2,,1,,,,,,1,,,,,,,30,30,,Republica De La India 2900,500
1353,3,40 años,3,,,,,Contrafrente,2,,8000,,,,,90,268,Departamento,Uruguay Al 1200,45000
1354,4,20 años,2,,,1,,Contrafrente,3,,12000,,Este,,1,145,157,,"Godoy Cruz 3000, Piso 1",2800
1355,4,40 años,2,,,1,,,2,,5600,,,,1,,,,Castex Al 3400,1300
1356,3,0 años,1,,,,,,2,,5000,,,,,85,85,Departamento,Malabia Al 2200,23000
1357,3,,1,,,,,Lateral,2,,,,,,,58,61,,"Agüero Al 1200, Entre Paraguay Y Mansilla",38000
1358,3,,1,,,,,Frente,2,,,,,,,51,61,,"Beauchef Al 300, Entre Guayaquil Y Formosa",30000
1359,2,6 años,1,,,,2,Frente,1,,,,Este,4,5,39,41,,Bonpland 2000,14000
1360,2,,2,,,,,Frente,,,,,,,,70,70,,Tucuman 700 3° Entre Esmeralda Y Maipu,1000
1361,3,40 años,1,,,,,Contrafrente,2,,2700,,,,,58,66,Departamento,Achával Al 200,17000
1362,4,70 años,2,1,,,2,Frente,2,,,,Este,3,7,94,118,,Lima 707,23000
1363,4,38 años,2,,,1,,Frente,2,,11800,,Este,,1,85,90,,Coronel Diaz 2000,27000
1364,2,,1,,,,,Frente,1,,,,,,,40,44,,Pacheco De Melo  2900 6° Entre Billinghurst Y Sanchez De Bustamante,25000
1365,2,0 años,1,,,,,,1,,3300,,,,,50,53,Departamento,Reconquista Al 1000,16900
1366,4,,1,,,,,,2,,,,,,,90,90,,Rondeau 2300,19800
1367,2,,1,,,1,,Frente,1,,,,,,,52,52,,Anchorena Al 1400 3° Entre  Arenales Y Santa Fe Av.,24000
1368,2,,1,,,,,,1,,,,,,,38,42,,Aguirre 600,16000
1369,3,10 años,1,,,,,Frente,2,,,,Oeste,,1,58,75,,Thorne Al 300,20000
1370,2,,1,,,,,Frente,1,,,,,,,40,43,,Austria Al 2100 8,28000
1371,2,,1,,,,,Frente,1,,,,,,,58,62,,"Maure Al 2800, Entre Cramer Y Conesa",30000
1372,2,,1,,,,,Frente,1,,,,,,,40,50,,Humahuaca 3500 8° Entre Sanchez De Bustamante Y  Billinghurst,24000
1373,3,,2,,4,,,Frente,2,30,,4,,,,65,70,,Demaria 4500,1800
1374,3,10 años,1,,,,,Frente,2,,,,Oeste,,1,58,75,,Thorne Al 300,20000
1375,3,,1,,,,,,2,,,,,,,60,60,Departamento,Tte Juan D Perón Al 4200,1100
1376,2,,1,,,,,,1,,,,,,,38,38,,San Martin  3800,10900
1377,2,,1,,,,,,1,,,3,,,,28,28,,Potosi 3966,900
1378,3,0 años,1,,,,,Frente,,,5000,,Este,,,,,,"Formosa  Entre Viel Y Campos, Gaspar",20000
1379,3,,2,,,1,,,3,,,,,,,78,85,,Manuel Ugarte 2709,25000
1380,2,,1,,,1,,,1,,,,,,,48,82,,Naon 3237,17900
1381,1,0 años,1,1,,,5,Contrafrente,1,,,,Este,5,5,23,23,,Carlos A. Lopez 2247,12800
1382,3,,2,,,,,,1,,,,,,,65,65,,Peron 2300,17000
1383,3,,2,,,,,,2,,,4,,,,55,55,,Charcas 3800,40000
1384,2,0 años,2,,,1,1,Contrafrente,1,,,,,,,535,855,,Naon 3237,19800
1385,2,,1,,,,,,1,,,,,,,35,35,Departamento,Juncal Al 1800,24000
1386,1,25 años,1,,,,4,Contrafrente,1,,,,Norte,3,6,38,40,,Dr. Quirno Costa 1282,12000
1387,3,,1,,,,,Frente,2,,,,,,,50,50,,Blanco Encalada Al 2600,30000
1388,1,,1,,,,,,,,,,,,,35,35,Departamento,Juncal  Al 1600,28000
1389,2,0 años,1,,,,4,Frente,1,,,,Oeste,5,10,43,43,,Parana 433,12000
1390,1,,1,,,,,,,,,,,,,28,28,,Luis Maria Campos 1200,11000
1391,3,20 años,1,,,,2,Contrafrente,2,,,,Norte,5,9,58,58,,Yerbal 41,14500
1392,3,25 años,1,,,,3,Contrafrente,2,,1700,,Este,,7,45,45,Departamento,Corrientes 5943,13500
1393,1,,1,,,,,,1,,,,,,,34,34,,Sarmiento 2234,8300
1394,1,20 años,1,,,,3,Contrafrente,,,1700,,Este,,3,25,25,Departamento,Lemos 23,8400
1395,1,20 años,1,,,,3,Contrafrente,,,1700,,Este,,3,25,25,Departamento,Lemos 83,8700
1396,4,20 años,3,,,1,,Frente,3,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
1397,3,20 años,3,,,1,,Frente,2,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
1398,4,20 años,3,,,1,,Frente,3,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
1399,3,20 años,3,,,1,,Frente,2,,12500,,Norte,,1,110,115,,Migueletes Al 1000,55000
1400,2,,1,,,,,,1,,,,,,,30,30,,Republica De La India 2900,500
1401,3,40 años,3,,,,,Contrafrente,2,,8000,,,,,90,268,Departamento,Uruguay Al 1200,45000
1402,4,20 años,2,,,1,,Contrafrente,3,,12000,,Este,,1,145,157,,"Godoy Cruz 3000, Piso 1",2800
1403,4,40 años,2,,,1,,,2,,5600,,,,1,,,,Castex Al 3400,1300
1404,3,0 años,1,,,,,,2,,5000,,,,,85,85,Departamento,Malabia Al 2200,23000
1405,3,,1,,,,,Lateral,2,,,,,,,58,61,,"Agüero Al 1200, Entre Paraguay Y Mansilla",38000
1406,3,,1,,,,,Frente,2,,,,,,,51,61,,"Beauchef Al 300, Entre Guayaquil Y Formosa",30000
1407,2,6 años,1,,,,2,Frente,1,,,,Este,4,5,39,41,,Bonpland 2000,14000
1408,2,,2,,,,,Frente,,,,,,,,70,70,,Tucuman 700 3° Entre Esmeralda Y Maipu,1000
1409,3,40 años,1,,,,,Contrafrente,2,,2700,,,,,58,66,Departamento,Achával Al 200,17000
1410,4,70 años,2,1,,,2,Frente,2,,,,Este,3,7,94,118,,Lima 707,23000
1411,4,38 años,2,,,1,,Frente,2,,11800,,Este,,1,85,90,,Coronel Diaz 2000,27000
